rule,game_id,score_F_phase1,score_G_phase1,score_F_phase2,score_G_phase2,score_F,score_G,winner,phase1_turns,phase1_end_player,phase2_turns,phase2_end_player
by_player,989,8,2,16,6,21,14,F,9,G,4,F
by_player,990,2,1,8,7,13,14,G,7,G,9,F
by_player,991,2,3,3,7,7,9,G,9,G,4,F
by_player,992,3,3,6,6,10,11,G,9,G,9,F
by_player,993,1,1,4,6,8,11,G,9,G,9,F
by_player,994,3,4,8,9,13,14,G,9,G,9,F
by_player,995,3,2,7,7,13,14,G,9,G,9,F
by_player,996,2,3,5,5,9,7,F,4,F,4,G
by_player,997,2,1,5,4,10,11,G,6,F,9,G
by_player,998,3,4,8,10,16,17,G,6,F,9,G
by_player,999,4,3,9,7,14,12,F,9,G,6,F
by_player,1000,1,1,4,5,9,8,F,7,G,8,F
fixed,1,2,1,6,3,10,8,F,8,F,8,G
fixed,2,4,4,9,9,14,14,draw,8,F,8,G
fixed,3,2,1,8,3,13,7,F,8,F,8,G
fixed,4,4,2,10,3,15,5,F,8,F,8,G
fixed,5,1,2,3,6,6,9,G,8,F,8,G
fixed,6,2,1,9,4,16,9,F,8,F,8,G
fixed,7,4,3,8,6,13,10,F,8,F,8,G
fixed,8,3,3,6,8,12,14,G,8,F,8,G
fixed,9,0,1,1,2,5,5,draw,8,F,8,G
fixed,10,3,3,8,8,13,15,G,8,F,8,G
fixed,11,1,2,5,6,10,10,draw,8,F,8,G
fixed,12,5,2,11,6,16,12,F,8,F,8,G
fixed,13,1,2,7,4,14,7,F,8,F,8,G
fixed,14,3,2,8,6,14,11,F,8,F,8,G
fixed,15,3,3,8,8,12,12,draw,8,F,8,G
fixed,16,3,4,8,8,11,12,G,8,F,8,G
fixed,17,2,1,8,3,15,8,F,8,F,8,G
fixed,18,4,2,7,4,13,10,F,8,F,8,G
fixed,19,2,3,7,8,13,14,G,8,F,8,G
fixed,20,3,1,7,6,11,12,G,8,F,8,G
fixed,21,3,3,8,6,14,9,F,8,F,8,G
fixed,22,4,4,8,10,13,15,G,8,F,8,G
fixed,23,3,5,5,10,10,14,G,8,F,8,G
fixed,24,0,3,2,8,6,13,G,8,F,8,G
fixed,25,2,5,6,10,12,14,G,8,F,8,G
fixed,26,0,2,3,6,9,10,G,8,F,8,G
fixed,27,1,0,5,5,11,13,G,8,F,8,G
fixed,28,2,3,6,6,11,10,F,8,F,8,G
fixed,29,3,4,7,10,11,17,G,8,F,8,G
fixed,30,3,2,8,6,13,9,F,8,F,8,G
fixed,31,2,2,5,6,9,11,G,8,F,8,G
fixed,32,3,4,6,9,12,15,G,8,F,8,G
fixed,33,5,4,10,10,17,17,draw,8,F,8,G
fixed,34,5,3,10,7,14,9,F,8,F,8,G
fixed,35,2,3,4,10,8,17,G,8,F,8,G
fixed,36,2,3,5,7,8,10,G,8,F,8,G
fixed,37,5,2,10,7,15,14,F,8,F,8,G
fixed,38,2,2,4,7,7,12,G,8,F,8,G
fixed,39,2,4,5,10,8,17,G,8,F,8,G
fixed,40,4,1,10,6,17,11,F,8,F,8,G
fixed,41,3,3,8,8,14,13,F,8,F,8,G
fixed,42,3,5,5,9,8,13,G,8,F,8,G
fixed,43,4,2,8,7,13,13,draw,8,F,8,G
fixed,44,3,4,6,9,11,14,G,8,F,8,G
fixed,45,3,4,8,10,15,15,draw,8,F,8,G
fixed,46,3,2,9,4,15,11,F,8,F,8,G
fixed,47,3,2,8,6,15,12,F,8,F,8,G
fixed,48,2,2,5,8,10,15,G,8,F,8,G
fixed,49,3,2,9,6,13,11,F,8,F,8,G
fixed,50,3,3,9,7,15,13,F,8,F,8,G
fixed,51,2,1,5,6,9,12,G,8,F,8,G
fixed,52,3,3,8,8,15,16,G,8,F,8,G
fixed,53,3,3,10,8,16,14,F,8,F,8,G
fixed,54,4,4,9,9,14,15,G,8,F,8,G
fixed,55,2,2,5,7,10,12,G,8,F,8,G
fixed,56,3,3,6,8,10,12,G,8,F,8,G
fixed,57,2,3,4,9,7,15,G,8,F,8,G
fixed,58,2,3,7,7,10,13,G,8,F,8,G
fixed,59,3,2,6,8,10,13,G,8,F,8,G
fixed,60,2,3,5,6,7,12,G,8,F,8,G
fixed,61,5,6,9,12,15,19,G,8,F,8,G
fixed,62,2,2,8,7,15,13,F,8,F,8,G
fixed,63,3,3,6,7,10,13,G,8,F,8,G
fixed,64,5,4,11,9,16,16,draw,8,F,8,G
fixed,65,4,4,11,9,17,15,F,8,F,8,G
fixed,66,1,1,7,5,12,10,F,8,F,8,G
fixed,67,3,1,8,8,13,15,G,8,F,8,G
fixed,68,1,2,4,7,7,10,G,8,F,8,G
fixed,69,1,3,6,9,9,15,G,8,F,8,G
fixed,70,2,5,6,11,10,18,G,8,F,8,G
fixed,71,2,2,7,5,14,9,F,8,F,8,G
fixed,72,3,1,9,5,12,10,F,8,F,8,G
fixed,73,3,5,8,11,10,15,G,8,F,8,G
fixed,74,4,2,7,6,12,9,F,8,F,8,G
fixed,75,1,4,3,9,6,14,G,8,F,8,G
fixed,76,2,1,4,4,8,9,G,8,F,8,G
fixed,77,1,1,4,3,9,7,F,8,F,8,G
fixed,78,4,3,10,7,17,11,F,8,F,8,G
fixed,79,2,3,6,8,9,13,G,8,F,8,G
fixed,80,3,1,6,4,12,10,F,8,F,8,G
fixed,81,4,2,12,7,17,14,F,8,F,8,G
fixed,82,0,3,4,8,5,14,G,8,F,8,G
fixed,83,4,2,8,5,11,11,draw,8,F,8,G
fixed,84,2,6,7,11,11,18,G,8,F,8,G
fixed,85,3,6,6,13,11,20,G,8,F,8,G
fixed,86,2,3,5,9,10,15,G,8,F,8,G
fixed,87,2,4,7,10,13,16,G,8,F,8,G
fixed,88,2,3,6,6,12,9,F,8,F,8,G
fixed,89,5,3,11,9,16,15,F,8,F,8,G
fixed,90,2,2,5,4,9,9,draw,8,F,8,G
fixed,91,4,3,9,7,15,14,F,8,F,8,G
fixed,92,1,4,3,11,9,16,G,8,F,8,G
fixed,93,4,3,9,8,12,12,draw,8,F,8,G
fixed,94,3,3,6,9,11,15,G,8,F,8,G
fixed,95,4,4,9,9,14,13,F,8,F,8,G
fixed,96,5,4,10,10,16,17,G,8,F,8,G
fixed,97,2,5,7,10,13,15,G,8,F,8,G
fixed,98,1,3,5,7,12,14,G,8,F,8,G
fixed,99,1,4,4,9,8,16,G,8,F,8,G
fixed,100,4,2,8,5,14,9,F,8,F,8,G
fixed,101,4,4,10,10,15,15,draw,8,F,8,G
fixed,102,0,1,1,4,6,10,G,8,F,8,G
fixed,103,2,2,6,5,13,9,F,8,F,8,G
fixed,104,2,2,6,6,12,13,G,8,F,8,G
fixed,105,5,2,12,5,18,10,F,8,F,8,G
fixed,106,2,2,5,5,10,11,G,8,F,8,G
fixed,107,2,1,4,7,11,11,draw,8,F,8,G
fixed,108,2,1,5,4,9,9,draw,8,F,8,G
fixed,109,1,3,6,8,11,12,G,8,F,8,G
fixed,110,2,1,6,3,10,5,F,8,F,8,G
fixed,111,1,3,5,6,11,10,F,8,F,8,G
fixed,112,4,3,10,7,15,10,F,8,F,8,G
fixed,113,3,3,8,7,14,11,F,8,F,8,G
fixed,114,2,3,8,6,13,11,F,8,F,8,G
fixed,115,3,3,10,6,15,11,F,8,F,8,G
fixed,116,3,2,9,4,16,10,F,8,F,8,G
fixed,117,2,1,6,2,9,7,F,8,F,8,G
fixed,118,4,2,10,7,17,11,F,8,F,8,G
fixed,119,2,4,7,9,10,13,G,8,F,8,G
fixed,120,4,2,9,7,12,13,G,8,F,8,G
fixed,121,1,4,4,8,8,11,G,8,F,8,G
fixed,122,5,3,12,8,17,11,F,8,F,8,G
fixed,123,4,3,9,8,12,14,G,8,F,8,G
fixed,124,5,5,9,11,13,20,G,8,F,8,G
fixed,125,2,2,4,6,9,10,G,8,F,8,G
fixed,126,6,3,12,6,16,9,F,8,F,8,G
fixed,127,1,3,3,8,9,14,G,8,F,8,G
fixed,128,2,3,5,7,7,12,G,8,F,8,G
fixed,129,3,5,9,11,15,19,G,8,F,8,G
fixed,130,2,2,6,4,12,7,F,8,F,8,G
fixed,131,3,2,8,5,13,7,F,8,F,8,G
fixed,132,2,1,6,6,10,14,G,8,F,8,G
fixed,133,4,2,8,7,12,10,F,8,F,8,G
fixed,134,3,2,7,6,10,10,draw,8,F,8,G
fixed,135,4,3,9,6,13,12,F,8,F,8,G
fixed,136,2,3,6,9,11,16,G,8,F,8,G
fixed,137,4,6,9,12,18,17,F,8,F,8,G
fixed,138,5,5,9,11,14,16,G,8,F,8,G
fixed,139,2,2,6,6,10,11,G,8,F,8,G
fixed,140,5,4,10,9,18,16,F,8,F,8,G
fixed,141,3,3,7,7,12,10,F,8,F,8,G
fixed,142,5,2,11,7,16,12,F,8,F,8,G
fixed,143,4,4,8,11,14,18,G,8,F,8,G
fixed,144,1,2,5,5,10,7,F,8,F,8,G
fixed,145,4,2,10,6,15,11,F,8,F,8,G
fixed,146,5,4,9,7,13,10,F,8,F,8,G
fixed,147,3,4,6,8,12,12,draw,8,F,8,G
fixed,148,1,3,6,8,9,16,G,8,F,8,G
fixed,149,3,2,8,3,13,6,F,8,F,8,G
fixed,150,5,2,8,7,14,11,F,8,F,8,G
fixed,151,2,1,5,3,8,7,F,8,F,8,G
fixed,152,3,3,7,8,11,16,G,8,F,8,G
fixed,153,3,2,5,5,8,10,G,8,F,8,G
fixed,154,4,4,10,8,18,14,F,8,F,8,G
fixed,155,5,3,12,8,19,14,F,8,F,8,G
fixed,156,2,3,6,7,13,13,draw,8,F,8,G
fixed,157,0,3,1,8,6,15,G,8,F,8,G
fixed,158,2,2,5,9,11,16,G,8,F,8,G
fixed,159,2,2,4,7,8,14,G,8,F,8,G
fixed,160,3,3,7,6,11,12,G,8,F,8,G
fixed,161,1,4,4,8,8,12,G,8,F,8,G
fixed,162,4,4,9,10,13,18,G,8,F,8,G
fixed,163,3,3,6,9,10,14,G,8,F,8,G
fixed,164,2,2,4,5,7,9,G,8,F,8,G
fixed,165,3,2,8,5,14,10,F,8,F,8,G
fixed,166,3,4,7,9,13,15,G,8,F,8,G
fixed,167,4,4,10,11,17,19,G,8,F,8,G
fixed,168,1,2,4,6,7,10,G,8,F,8,G
fixed,169,1,2,6,8,11,13,G,8,F,8,G
fixed,170,4,2,11,5,17,9,F,8,F,8,G
fixed,171,3,3,7,9,13,16,G,8,F,8,G
fixed,172,4,3,8,8,14,12,F,8,F,8,G
fixed,173,4,1,9,4,14,8,F,8,F,8,G
fixed,174,3,4,5,7,10,11,G,8,F,8,G
fixed,175,4,2,10,6,17,14,F,8,F,8,G
fixed,176,4,5,9,11,15,15,draw,8,F,8,G
fixed,177,3,5,10,12,17,19,G,8,F,8,G
fixed,178,1,2,5,7,9,11,G,8,F,8,G
fixed,179,3,3,7,6,14,9,F,8,F,8,G
fixed,180,2,3,6,6,11,9,F,8,F,8,G
fixed,181,3,3,8,9,13,16,G,8,F,8,G
fixed,182,2,3,9,8,14,13,F,8,F,8,G
fixed,183,2,2,5,6,9,10,G,8,F,8,G
fixed,184,2,4,5,8,11,14,G,8,F,8,G
fixed,185,4,1,8,3,13,6,F,8,F,8,G
fixed,186,4,2,7,6,12,11,F,8,F,8,G
fixed,187,1,1,5,4,11,9,F,8,F,8,G
fixed,188,2,1,5,4,9,6,F,8,F,8,G
fixed,189,5,2,11,8,16,13,F,8,F,8,G
fixed,190,3,2,9,7,15,13,F,8,F,8,G
fixed,191,1,4,4,9,9,17,G,8,F,8,G
fixed,192,3,2,6,5,9,9,draw,8,F,8,G
fixed,193,3,4,7,10,11,18,G,8,F,8,G
fixed,194,4,4,9,9,16,15,F,8,F,8,G
fixed,195,3,3,7,10,10,16,G,8,F,8,G
fixed,196,1,3,3,6,7,10,G,8,F,8,G
fixed,197,2,4,7,8,14,14,draw,8,F,8,G
fixed,198,1,5,5,11,9,17,G,8,F,8,G
fixed,199,3,2,6,6,11,9,F,8,F,8,G
fixed,200,2,5,6,9,11,14,G,8,F,8,G
fixed,201,3,3,9,6,14,10,F,8,F,8,G
fixed,202,2,2,5,4,10,7,F,8,F,8,G
fixed,203,5,5,10,11,15,18,G,8,F,8,G
fixed,204,3,2,7,4,13,6,F,8,F,8,G
fixed,205,4,2,8,5,13,8,F,8,F,8,G
fixed,206,3,1,8,5,13,10,F,8,F,8,G
fixed,207,3,3,8,8,12,15,G,8,F,8,G
fixed,208,3,4,9,7,15,11,F,8,F,8,G
fixed,209,1,3,3,5,10,10,draw,8,F,8,G
fixed,210,3,3,6,7,14,13,F,8,F,8,G
fixed,211,3,2,7,5,9,8,F,8,F,8,G
fixed,212,5,3,11,6,16,11,F,8,F,8,G
fixed,213,2,2,5,7,9,14,G,8,F,8,G
fixed,214,3,3,8,8,13,14,G,8,F,8,G
fixed,215,2,2,4,7,6,11,G,8,F,8,G
fixed,216,3,1,7,5,11,10,F,8,F,8,G
fixed,217,2,1,7,4,12,8,F,8,F,8,G
fixed,218,6,3,11,7,15,10,F,8,F,8,G
fixed,219,3,1,8,4,11,8,F,8,F,8,G
fixed,220,6,2,11,7,18,14,F,8,F,8,G
fixed,221,6,2,13,7,20,14,F,8,F,8,G
fixed,222,1,4,4,9,9,12,G,8,F,8,G
fixed,223,2,5,7,10,14,16,G,8,F,8,G
fixed,224,4,3,7,8,12,14,G,8,F,8,G
fixed,225,6,2,14,5,23,10,F,8,F,8,G
fixed,226,1,3,6,7,12,14,G,8,F,8,G
fixed,227,3,3,11,7,18,14,F,8,F,8,G
fixed,228,1,4,4,9,8,15,G,8,F,8,G
fixed,229,1,5,3,9,8,13,G,8,F,8,G
fixed,230,1,2,4,6,11,12,G,8,F,8,G
fixed,231,4,5,8,12,12,18,G,8,F,8,G
fixed,232,2,2,4,4,9,6,F,8,F,8,G
fixed,233,2,2,7,7,13,14,G,8,F,8,G
fixed,234,2,4,8,6,13,11,F,8,F,8,G
fixed,235,2,3,4,6,9,10,G,8,F,8,G
fixed,236,3,4,5,8,9,12,G,8,F,8,G
fixed,237,4,3,10,7,16,13,F,8,F,8,G
fixed,238,3,3,6,8,10,12,G,8,F,8,G
fixed,239,2,1,5,6,9,10,G,8,F,8,G
fixed,240,2,1,6,5,8,9,G,8,F,8,G
fixed,241,4,1,8,5,13,10,F,8,F,8,G
fixed,242,2,4,3,9,8,13,G,8,F,8,G
fixed,243,2,3,7,8,13,13,draw,8,F,8,G
fixed,244,2,3,4,8,9,13,G,8,F,8,G
fixed,245,6,2,12,6,19,9,F,8,F,8,G
fixed,246,2,4,7,10,14,18,G,8,F,8,G
fixed,247,4,5,9,9,14,15,G,8,F,8,G
fixed,248,3,2,5,5,10,11,G,8,F,8,G
fixed,249,6,6,10,11,15,18,G,8,F,8,G
fixed,250,4,3,10,8,15,12,F,8,F,8,G
fixed,251,4,5,9,10,15,15,draw,8,F,8,G
fixed,252,2,2,7,5,14,11,F,8,F,8,G
fixed,253,2,1,8,7,14,15,G,8,F,8,G
fixed,254,3,2,7,6,11,9,F,8,F,8,G
fixed,255,2,4,4,9,8,13,G,8,F,8,G
fixed,256,2,3,6,8,13,14,G,8,F,8,G
fixed,257,2,3,6,5,12,7,F,8,F,8,G
fixed,258,3,3,6,7,10,12,G,8,F,8,G
fixed,259,3,3,8,9,15,15,draw,8,F,8,G
fixed,260,3,1,8,4,13,8,F,8,F,8,G
fixed,261,2,5,7,10,12,15,G,8,F,8,G
fixed,262,4,4,11,10,17,15,F,8,F,8,G
fixed,263,5,4,8,6,13,9,F,8,F,8,G
fixed,264,1,2,3,6,6,12,G,8,F,8,G
fixed,265,2,5,5,8,10,13,G,8,F,8,G
fixed,266,2,4,5,9,9,16,G,8,F,8,G
fixed,267,1,3,3,7,7,13,G,8,F,8,G
fixed,268,4,4,8,8,12,14,G,8,F,8,G
fixed,269,5,1,11,7,17,15,F,8,F,8,G
fixed,270,4,3,10,8,15,12,F,8,F,8,G
fixed,271,4,2,12,6,18,12,F,8,F,8,G
fixed,272,2,5,5,9,10,12,G,8,F,8,G
fixed,273,2,3,6,7,9,11,G,8,F,8,G
fixed,274,1,3,5,7,9,13,G,8,F,8,G
fixed,275,3,3,7,5,12,9,F,8,F,8,G
fixed,276,5,5,9,11,14,16,G,8,F,8,G
fixed,277,3,3,8,8,12,13,G,8,F,8,G
fixed,278,3,5,8,10,13,15,G,8,F,8,G
fixed,279,4,2,8,6,13,12,F,8,F,8,G
fixed,280,4,4,9,8,15,14,F,8,F,8,G
fixed,281,6,3,11,7,17,11,F,8,F,8,G
fixed,282,3,4,7,7,12,9,F,8,F,8,G
fixed,283,3,1,8,3,14,9,F,8,F,8,G
fixed,284,1,1,5,5,13,9,F,8,F,8,G
fixed,285,4,5,11,12,16,16,draw,8,F,8,G
fixed,286,4,3,10,7,16,11,F,8,F,8,G
fixed,287,3,2,8,6,14,12,F,8,F,8,G
fixed,288,3,1,6,7,10,13,G,8,F,8,G
fixed,289,2,4,4,11,9,18,G,8,F,8,G
fixed,290,4,3,9,8,14,15,G,8,F,8,G
fixed,291,3,3,6,8,9,12,G,8,F,8,G
fixed,292,1,3,3,7,8,13,G,8,F,8,G
fixed,293,3,3,6,9,12,13,G,8,F,8,G
fixed,294,5,2,9,6,12,11,F,8,F,8,G
fixed,295,2,6,6,13,13,19,G,8,F,8,G
fixed,296,2,4,6,10,10,16,G,8,F,8,G
fixed,297,2,3,6,8,12,17,G,8,F,8,G
fixed,298,3,3,10,7,18,11,F,8,F,8,G
fixed,299,2,4,6,11,11,17,G,8,F,8,G
fixed,300,3,2,9,6,14,11,F,8,F,8,G
fixed,301,4,4,8,8,14,15,G,8,F,8,G
fixed,302,4,1,10,3,17,7,F,8,F,8,G
fixed,303,5,3,11,8,16,13,F,8,F,8,G
fixed,304,2,2,4,6,9,13,G,8,F,8,G
fixed,305,4,2,8,4,13,9,F,8,F,8,G
fixed,306,4,4,8,8,12,12,draw,8,F,8,G
fixed,307,2,4,6,8,10,13,G,8,F,8,G
fixed,308,3,4,7,9,14,14,draw,8,F,8,G
fixed,309,2,1,7,5,14,9,F,8,F,8,G
fixed,310,2,3,5,7,12,11,F,8,F,8,G
fixed,311,3,2,6,4,11,9,F,8,F,8,G
fixed,312,3,3,7,5,12,9,F,8,F,8,G
fixed,313,3,4,6,10,12,15,G,8,F,8,G
fixed,314,4,4,9,8,14,14,draw,8,F,8,G
fixed,315,5,2,11,8,18,14,F,8,F,8,G
fixed,316,2,1,6,4,11,7,F,8,F,8,G
fixed,317,2,1,7,5,13,10,F,8,F,8,G
fixed,318,1,4,2,7,7,10,G,8,F,8,G
fixed,319,2,2,5,6,11,11,draw,8,F,8,G
fixed,320,3,1,8,6,15,13,F,8,F,8,G
fixed,321,3,4,7,7,11,10,F,8,F,8,G
fixed,322,1,1,5,5,10,10,draw,8,F,8,G
fixed,323,3,3,7,9,13,17,G,8,F,8,G
fixed,324,5,3,9,9,12,14,G,8,F,8,G
fixed,325,2,3,5,8,11,13,G,8,F,8,G
fixed,326,4,3,10,7,16,12,F,8,F,8,G
fixed,327,2,1,5,4,8,7,F,8,F,8,G
fixed,328,4,3,11,7,17,12,F,8,F,8,G
fixed,329,2,5,4,9,7,13,G,8,F,8,G
fixed,330,3,3,9,5,14,11,F,8,F,8,G
fixed,331,3,3,7,6,14,10,F,8,F,8,G
fixed,332,2,2,7,8,11,16,G,8,F,8,G
fixed,333,2,1,7,4,13,10,F,8,F,8,G
fixed,334,2,3,5,6,9,8,F,8,F,8,G
fixed,335,2,4,5,10,9,16,G,8,F,8,G
fixed,336,3,1,4,3,8,7,F,8,F,8,G
fixed,337,3,3,6,8,10,15,G,8,F,8,G
fixed,338,3,3,10,8,16,13,F,8,F,8,G
fixed,339,2,4,7,9,11,16,G,8,F,8,G
fixed,340,5,4,11,7,16,11,F,8,F,8,G
fixed,341,5,2,9,4,14,7,F,8,F,8,G
fixed,342,1,5,4,9,8,14,G,8,F,8,G
fixed,343,2,3,6,7,12,12,draw,8,F,8,G
fixed,344,4,1,7,5,13,11,F,8,F,8,G
fixed,345,2,2,7,7,13,12,F,8,F,8,G
fixed,346,1,3,6,9,11,14,G,8,F,8,G
fixed,347,3,2,10,4,14,6,F,8,F,8,G
fixed,348,1,4,5,10,11,16,G,8,F,8,G
fixed,349,3,3,7,7,12,11,F,8,F,8,G
fixed,350,2,5,6,11,11,17,G,8,F,8,G
fixed,351,3,2,4,4,7,9,G,8,F,8,G
fixed,352,1,5,4,9,7,13,G,8,F,8,G
fixed,353,2,3,6,11,10,17,G,8,F,8,G
fixed,354,3,4,6,8,11,12,G,8,F,8,G
fixed,355,1,4,7,11,14,17,G,8,F,8,G
fixed,356,2,2,7,9,13,16,G,8,F,8,G
fixed,357,4,1,7,3,12,7,F,8,F,8,G
fixed,358,3,5,8,11,15,17,G,8,F,8,G
fixed,359,3,5,5,10,10,16,G,8,F,8,G
fixed,360,4,1,7,6,11,11,draw,8,F,8,G
fixed,361,5,5,10,11,17,17,draw,8,F,8,G
fixed,362,1,3,2,4,5,8,G,8,F,8,G
fixed,363,4,3,8,7,13,11,F,8,F,8,G
fixed,364,4,4,8,10,11,15,G,8,F,8,G
fixed,365,2,2,7,6,11,11,draw,8,F,8,G
fixed,366,3,1,9,5,15,11,F,8,F,8,G
fixed,367,5,2,9,6,15,11,F,8,F,8,G
fixed,368,4,5,8,9,14,13,F,8,F,8,G
fixed,369,4,3,9,6,17,10,F,8,F,8,G
fixed,370,3,4,9,8,14,12,F,8,F,8,G
fixed,371,5,3,10,8,16,13,F,8,F,8,G
fixed,372,3,1,7,5,13,11,F,8,F,8,G
fixed,373,5,2,11,7,17,12,F,8,F,8,G
fixed,374,5,4,9,8,13,13,draw,8,F,8,G
fixed,375,2,3,6,8,11,13,G,8,F,8,G
fixed,376,3,3,8,7,14,12,F,8,F,8,G
fixed,377,5,5,9,10,15,14,F,8,F,8,G
fixed,378,4,3,9,8,14,12,F,8,F,8,G
fixed,379,2,1,5,6,11,12,G,8,F,8,G
fixed,380,4,3,8,8,12,13,G,8,F,8,G
fixed,381,2,5,8,9,14,12,F,8,F,8,G
fixed,382,2,4,7,9,14,16,G,8,F,8,G
fixed,383,4,1,10,5,16,8,F,8,F,8,G
fixed,384,3,2,7,6,13,13,draw,8,F,8,G
fixed,385,1,5,4,11,9,17,G,8,F,8,G
fixed,386,3,1,8,6,12,12,draw,8,F,8,G
fixed,387,3,2,11,6,18,10,F,8,F,8,G
fixed,388,2,2,7,6,13,11,F,8,F,8,G
fixed,389,4,4,8,9,14,14,draw,8,F,8,G
fixed,390,1,1,4,2,9,4,F,8,F,8,G
fixed,391,2,3,8,8,13,16,G,8,F,8,G
fixed,392,2,1,4,4,7,10,G,8,F,8,G
fixed,393,3,1,8,2,16,6,F,8,F,8,G
fixed,394,3,2,8,6,13,10,F,8,F,8,G
fixed,395,1,4,5,7,9,13,G,8,F,8,G
fixed,396,4,4,8,9,14,17,G,8,F,8,G
fixed,397,4,2,8,7,12,13,G,8,F,8,G
fixed,398,4,4,8,8,11,14,G,8,F,8,G
fixed,399,2,2,6,4,11,7,F,8,F,8,G
fixed,400,2,2,6,5,12,10,F,8,F,8,G
fixed,401,7,2,14,7,20,14,F,8,F,8,G
fixed,402,4,6,9,11,14,16,G,8,F,8,G
fixed,403,2,2,7,6,12,11,F,8,F,8,G
fixed,404,4,3,9,5,15,9,F,8,F,8,G
fixed,405,2,2,7,6,12,10,F,8,F,8,G
fixed,406,4,6,7,10,11,13,G,8,F,8,G
fixed,407,5,4,9,9,14,15,G,8,F,8,G
fixed,408,4,4,9,7,15,11,F,8,F,8,G
fixed,409,4,2,8,5,13,12,F,8,F,8,G
fixed,410,5,3,11,9,15,14,F,8,F,8,G
fixed,411,3,4,6,11,11,17,G,8,F,8,G
fixed,412,1,1,5,5,9,11,G,8,F,8,G
fixed,413,5,4,9,6,14,9,F,8,F,8,G
fixed,414,2,6,6,12,10,18,G,8,F,8,G
fixed,415,2,5,5,12,7,18,G,8,F,8,G
fixed,416,2,1,8,4,13,7,F,8,F,8,G
fixed,417,4,3,11,6,20,11,F,8,F,8,G
fixed,418,4,2,9,5,17,9,F,8,F,8,G
fixed,419,3,2,7,3,12,7,F,8,F,8,G
fixed,420,3,1,6,4,10,9,F,8,F,8,G
fixed,421,2,4,6,9,12,15,G,8,F,8,G
fixed,422,5,3,11,8,17,14,F,8,F,8,G
fixed,423,3,2,8,6,13,11,F,8,F,8,G
fixed,424,2,4,6,7,11,12,G,8,F,8,G
fixed,425,2,1,5,4,8,9,G,8,F,8,G
fixed,426,4,3,10,6,17,12,F,8,F,8,G
fixed,427,5,1,12,5,17,12,F,8,F,8,G
fixed,428,2,4,7,7,11,13,G,8,F,8,G
fixed,429,2,4,6,9,11,16,G,8,F,8,G
fixed,430,3,2,6,5,12,8,F,8,F,8,G
fixed,431,2,3,7,7,12,13,G,8,F,8,G
fixed,432,4,4,11,10,16,17,G,8,F,8,G
fixed,433,3,2,7,4,10,9,F,8,F,8,G
fixed,434,6,2,11,8,15,13,F,8,F,8,G
fixed,435,4,1,9,5,14,10,F,8,F,8,G
fixed,436,2,5,6,10,11,16,G,8,F,8,G
fixed,437,1,4,5,11,7,17,G,8,F,8,G
fixed,438,2,0,5,3,10,4,F,8,F,8,G
fixed,439,1,5,5,11,11,17,G,8,F,8,G
fixed,440,1,1,6,3,11,7,F,8,F,8,G
fixed,441,3,2,9,7,15,12,F,8,F,8,G
fixed,442,2,3,7,6,15,10,F,8,F,8,G
fixed,443,4,2,11,7,18,14,F,8,F,8,G
fixed,444,3,2,9,6,16,12,F,8,F,8,G
fixed,445,2,2,7,5,14,10,F,8,F,8,G
fixed,446,2,3,6,9,10,15,G,8,F,8,G
fixed,447,4,3,7,7,11,15,G,8,F,8,G
fixed,448,2,4,6,7,12,12,draw,8,F,8,G
fixed,449,5,3,11,7,15,12,F,8,F,8,G
fixed,450,3,5,7,12,12,20,G,8,F,8,G
fixed,451,4,0,6,5,8,12,G,8,F,8,G
fixed,452,1,3,3,5,9,8,F,8,F,8,G
fixed,453,2,3,5,9,10,15,G,8,F,8,G
fixed,454,3,3,6,6,11,9,F,8,F,8,G
fixed,455,2,1,7,5,12,11,F,8,F,8,G
fixed,456,1,3,4,9,7,16,G,8,F,8,G
fixed,457,2,1,6,6,9,11,G,8,F,8,G
fixed,458,1,2,4,6,9,11,G,8,F,8,G
fixed,459,6,3,10,7,14,12,F,8,F,8,G
fixed,460,1,2,3,8,6,16,G,8,F,8,G
fixed,461,2,1,8,2,14,5,F,8,F,8,G
fixed,462,3,5,8,11,14,17,G,8,F,8,G
fixed,463,1,3,4,5,8,11,G,8,F,8,G
fixed,464,0,4,3,9,7,14,G,8,F,8,G
fixed,465,2,2,6,6,11,10,F,8,F,8,G
fixed,466,0,2,2,6,7,10,G,8,F,8,G
fixed,467,2,2,4,6,7,12,G,8,F,8,G
fixed,468,1,2,4,6,9,11,G,8,F,8,G
fixed,469,4,4,10,8,17,12,F,8,F,8,G
fixed,470,2,2,7,7,12,17,G,8,F,8,G
fixed,471,3,2,7,7,13,12,F,8,F,8,G
fixed,472,5,4,11,10,16,16,draw,8,F,8,G
fixed,473,2,4,6,8,14,12,F,8,F,8,G
fixed,474,2,2,7,6,13,10,F,8,F,8,G
fixed,475,3,4,7,7,12,11,F,8,F,8,G
fixed,476,3,2,9,6,17,11,F,8,F,8,G
fixed,477,5,2,10,6,20,12,F,8,F,8,G
fixed,478,2,2,6,5,10,7,F,8,F,8,G
fixed,479,3,2,8,5,14,8,F,8,F,8,G
fixed,480,2,1,7,7,10,15,G,8,F,8,G
fixed,481,2,3,6,7,13,9,F,8,F,8,G
fixed,482,3,4,6,11,11,18,G,8,F,8,G
fixed,483,2,1,3,3,7,7,draw,8,F,8,G
